,date,country/region,y/cases,y_cases_increasing_rate,y/death,y_cases_increasing_rate.1,population,GDPPC,%_ages_0-14  ,%_ages_15-64  ,%_ages_65+,temperature,C1_School closing,C1_Flag,C1_Notes,C2_Workplace closing,C2_Flag,C2_Notes,C3_Cancel public events,C3_Flag,C3_Notes,C4_Restrictions on gatherings,C4_Flag,C4_Notes,C5_Close public transport,C5_Flag,C5_Notes,C6_Stay at home requirements,C6_Flag,C6_Notes,C7_Restrictions on internal movement,C7_Flag,C7_Notes,C8_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,H6_Facial Coverings,H6_Flag,H6_Notes,M1_Wildcard,M1_Notes,StringencyIndexForDisplay,StringencyLegacyIndexForDisplay,GovernmentResponseIndexForDisplay,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,cases_1_day_before,cases_2_day_before,cases_3_day_before,cases_4_day_before,cases_5_day_before
310,20/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
311,19/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
312,18/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
313,17/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
314,16/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
315,15/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
316,14/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
317,13/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
318,12/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
319,11/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
320,10/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
321,09/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
322,08/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
323,07/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
324,06/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
325,05/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
326,04/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
327,03/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
328,02/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
329,01/01/2020,US,0,0,0,0,329064917,63051.4,18.5493171,65.2410767,16.2096061,-2.268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,"Coded as 0 because unemployment insurance programs pre-existed COVID-19 response. Coding at later dates reflect additional income support programs layered on top of ordinary unemployment insurance. Unemployment insurance in the U.S. is state-specific, but overseen by the U.S. Dept. of Labor. On average, unemployment insurance replaces ~50% of lost wages for a finite period of time. Secondary source, archived: https://web.archive.org/web/20200430034950/https://www.cbpp.org/research/economy/policy-basics-unemployment-insurance",0,"No national policies. Debt/contract relief may have been implemented at state level during this timeframe, but case-specific and not captured in this coding scheme.",0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.457,0.874,0.454,0.28,0.128,0,0,0,0,0
330,25/11/2020,India,44376,0.168558262,481,0.002083333,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,3,,,2,,,2,,,2,,,1,,,2,,,2,,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,37975,44059,45209,46232,45882
331,24/11/2020,India,37975,-0.138087564,480,-0.060665362,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,3,,,2,,,2,,,2,,,1,,,2,,,2,,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,44059,45209,46232,45882,45576
332,23/11/2020,India,44059,-0.025437413,511,0.01996008,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,3,,,2,,,2,,,2,,,1,,,2,,,2,,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,45209,46232,45882,45576,38617
333,22/11/2020,India,45209,-0.022127531,501,-0.111702128,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,3,0,,2,,,2,,,2,,,1,,,2,0,,2,,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,46232,45882,45576,38617,29163
334,21/11/2020,India,46232,0.007628264,564,-0.034246575,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,3,0,"Due to surging daily Covid-19 cases, Haryana on 21 November announced closure of schools until 30 November, while Mumbai, Thane, Navi Mumbai and Panvel directed all schools to shut until the end of the year. In Maharashtra, only students of grade 9 and 12 are allowed to go to schools. https://archive.vn/hRicc",2,,,2,,,2,,,1,,,2,0,"Night curfew between 10pm and 6am came into effect from 21 November until further notice in five districts - Bhopal, Indore, Gwalior, Ratlam ad Vidisha. https://archive.vn/hRicc",2,,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,45882,45576,38617,29163,30548
335,20/11/2020,India,45882,0.00671406,584,-0.001709402,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,45576,38617,29163,30548,41100
336,19/11/2020,India,45576,0.180205609,585,0.234177215,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,38617,29163,30548,41100,44684
337,18/11/2020,India,38617,0.324177897,474,0.055679287,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,29163,30548,41100,44684,44879
338,17/11/2020,India,29163,-0.045338484,449,0.032183908,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,30548,41100,44684,44879,47905
339,16/11/2020,India,30548,-0.256739659,435,-0.026845638,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,41100,44684,44879,47905,44281
340,15/11/2020,India,41100,-0.080207681,447,-0.140384615,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,44684,44879,47905,44281,38073
341,14/11/2020,India,44684,-0.004345017,520,-0.049360146,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,44879,47905,44281,38073,45903
342,13/11/2020,India,44879,-0.063166684,547,-0.005454545,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,47905,44281,38073,45903,45674
343,12/11/2020,India,47905,0.08184097,550,0.07421875,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,44281,38073,45903,45674,50356
344,11/11/2020,India,44281,0.163055184,512,0.142857143,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,No change in policy found.,2,0,No change in policy found.,2,1,No change in policy found.,2,0,No change in policy found.,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,38073,45903,45674,50356,47638
345,10/11/2020,India,38073,-0.170577086,448,-0.085714286,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,"10th Nov 2020, as of now, international flight operations shall remain suspended till 30 November 2020. https://web.archive.org/web/20201110125613/https://www.skyscanner.co.in/news/corona-virus-information",0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,45903,45674,50356,47638,50210
346,09/11/2020,India,45903,0.005013793,490,-0.123434705,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,45674,50356,47638,50210,46253
347,08/11/2020,India,45674,-0.092977997,559,-0.031195841,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,50356,47638,50210,46253,38310
348,07/11/2020,India,50356,0.057055292,577,-0.13880597,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,47638,50210,46253,38310,45231
349,06/11/2020,India,47638,-0.051224856,670,-0.048295455,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,50210,46253,38310,45231,46963
350,05/11/2020,India,50210,0.085551207,704,0.369649805,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,46253,38310,45231,46963,48268
351,04/11/2020,India,46253,0.2073349,514,0.048979592,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,38310,45231,46963,48268,48648
352,03/11/2020,India,38310,-0.153014525,490,-0.012096774,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,45231,46963,48268,48648,49881
353,02/11/2020,India,45231,-0.036880097,496,0.055319149,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,46963,48268,48648,49881,43893
354,01/11/2020,India,46963,-0.027036546,470,-0.147005445,1366417756,1876.525,26.6182647,67.0038112,6.37792416,21.162,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,48268,48648,49881,43893,36470
355,31/10/2020,India,48268,-0.007811215,551,-0.021314387,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,"The Union government has permitted the reopening of schools in phases after October 15. However, the actual timing and manner of reopening will be decided by individual states. Unlock 5.0 guidelines issued, would remain in force till November 30. https://web.archive.org/web/20201110100342/https://indianexpress.com/article/explained/schools-reopening-india-guidelines-rules-coronavirus-pandemic-quixplained-explained-6801654/",2,0,,2,1,,2,0,"31st October 2020, under guidelines for unlock 5.0, for closed spaces, there is a ceiling of 200 people, or half the capacity of the venue. Unlock 5.0 guidelines issued, would remain in force till November 30. https://web.archive.org/web/20201110101138/https://indianexpress.com/article/explained/unlock-5-0-explained-what-are-the-rules-for-cinema-schools-and-social-gatherings-6653425/",1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,48648,49881,43893,36470,45148
356,30/10/2020,India,48648,-0.024718831,563,0.088974855,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,49881,43893,36470,45148,50129
357,29/10/2020,India,49881,0.136422664,517,0.017716535,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,43893,36470,45148,50129,53370
358,28/10/2020,India,43893,0.203537154,508,0.040983607,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,3,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,36470,45148,50129,53370,54366
359,27/10/2020,India,36470,-0.19221228,488,0.016666667,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,"27th October 2020, Unlock 5 guidelines issued in Sept to remain in force till Nov 30. https://web.archive.org/web/20201030083211/https://timesofindia.indiatimes.com/india/covid-19-unlock-5-guidelines-issued-in-sept-to-remain-in-force-till-nov-30/articleshow/78890760.cms",2,0,,2,1,,2,0,"27th October 2020, Unlock 5 guidelines issued in Sept to remain in force till Nov 30. https://web.archive.org/web/20201030083211/https://timesofindia.indiatimes.com/india/covid-19-unlock-5-guidelines-issued-in-sept-to-remain-in-force-till-nov-30/articleshow/78890760.cms",1,1,,2,0,,2,0,,3,"27th October 2020, The government has now decided to make a graded relaxation in visa and travel restrictions for more categories of foreign nationals and Indian nationals who wish to enter or leave India. Under this graded relaxation, the government has decided to restore with immediate effect all existing visas, except electronic visa, tourist visa and medical visa, the statement said. All international travellers will, however, have to strictly adhere to the guidelines of the Union Health Ministry regarding quarantine and other health/COVID-19 matters. Earlier, the Health Ministry issued a set of guidelines for international arrival as per which all travellers should submit a self-declaration form on the website of Delhi airport at least 72 hours before the scheduled travel. India has so far established air bubbles arrangements with Afghanistan, Bangladesh, Bahrain, Oman, Canada, France, Germany, Iraq, Japan, Maldives, Nigeria, Qatar, the UAE, Kenya, Ukraine, Bhutan, the UK, and the US. https://web.archive.org/web/20201030085828if_/https://www.livemint.com/news/india/who-all-can-fly-abroad-and-which-countries-from-india-new-international-travel-rules-here-11603676272956.html",0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,61.57,69.05,64.88,67.36,50,0.765,0.588,0.498,0.2,0.085,45148,50129,53370,54366,55839
360,26/10/2020,India,45148,-0.099363642,480,-0.169550173,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,64.35,72.62,66.67,69.44,50,0.765,0.588,0.498,0.2,0.085,50129,53370,54366,55839,54044
361,25/10/2020,India,50129,-0.060727,578,-0.110769231,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,64.35,72.62,66.67,69.44,50,0.765,0.588,0.498,0.2,0.085,53370,54366,55839,54044,46790
362,24/10/2020,India,53370,-0.018320274,650,-0.057971014,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,64.35,72.62,66.67,69.44,50,0.765,0.588,0.498,0.2,0.085,54366,55839,54044,46790,55722
363,23/10/2020,India,54366,-0.026379412,690,-0.017094017,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,64.35,72.62,66.67,69.44,50,0.765,0.588,0.498,0.2,0.085,55839,54044,46790,55722,61871
364,22/10/2020,India,55839,0.033213678,702,-0.020920502,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,64.35,72.62,66.67,69.44,50,0.765,0.588,0.498,0.2,0.085,54044,46790,55722,61871,62212
365,21/10/2020,India,54044,0.155033127,717,0.221465077,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,64.35,72.62,66.67,69.44,50,0.765,0.588,0.498,0.2,0.085,46790,55722,61871,62212,63371
366,20/10/2020,India,46790,-0.160295754,587,0.013816926,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,64.35,72.62,66.67,69.44,50,0.765,0.588,0.498,0.2,0.085,55722,61871,62212,63371,67708
367,19/10/2020,India,55722,-0.099384203,579,-0.439496612,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,64.35,72.62,66.67,69.44,50,0.765,0.588,0.498,0.2,0.085,61871,62212,63371,67708,63509
368,18/10/2020,India,61871,-0.005481258,1033,0.234169654,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,64.35,72.62,66.67,69.44,50,0.765,0.588,0.498,0.2,0.085,62212,63371,67708,63509,55342
369,17/10/2020,India,62212,-0.018289123,837,-0.064804469,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,64.35,72.62,66.67,69.44,50,0.765,0.588,0.498,0.2,0.085,63371,67708,63509,55342,66732
370,16/10/2020,India,63371,-0.064054469,895,0.316176471,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,,2,0,,2,1,,2,0,,1,1,,2,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,,,,64.35,72.62,66.67,69.44,50,0.765,0.588,0.498,0.2,0.085,67708,63509,55342,66732,74383
371,15/10/2020,India,67708,0.066116613,680,-0.068493151,1366417756,1876.525,26.6182647,67.0038112,6.37792416,24.59,1,0,"15th October 2020, The Union government has permitted the reopening of schools in phases after October 15. However, the actual timing and manner of reopening will be decided by individual states. https://web.archive.org/web/20201023074208/https://indianexpress.com/article/explained/schools-reopening-india-guidelines-rules-coronavirus-pandemic-quixplained-explained-6801654/",2,0,,2,1,,2,0,"15th October 2020, theaters, multiplexes, entertainment parks and other similar places outside the containment zones will be allowed to open from Oct 15, with up to 50% of their seating capacity(Max. of 50% of hall capacity with a ceiling of 200 persons in closed places.), for which the SOPs will be issued by the Ministry of Information & Broadcasting. Wearing of face masks, social distancing, thermal scanning, use of hand wash or sanitizer will be mandatory. In open spaces, keeping the size of the ground/space in view, and with strict observance of wearing of face masks, social distancing, thermal scanning, use of hand wash, or sanitizer. https://web.archive.org/web/20201013071047/https://covidindia.org/wp-content/uploads/2020/10/MHAOrderDt_30092020.pdf 15th October 2020, theatres, multiplexes, entertainment parks and other similar places outside the containment zones will be allowed to open from Oct 15, with up to 50% of their seating capacity, for which the SOPs will be issued by the Ministry of Information & Broadcasting. https://web.archive.org/web/20201013071047/https://covidindia.org/wp-content/uploads/2020/10/MHAOrderDt_30092020.pdf",1,1,,2,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,2,,2,,0,,0,,4,0,When and how to wear mask guidelines by ministry of health and family welfare https://web.archive.org/web/20200922232601/https://www.mohfw.gov.in/pdf/Poster4GHFGA.pdf,,,64.35,72.62,66.67,69.44,50,0.765,0.588,0.498,0.2,0.085,63509,55342,66732,74383,73272
